image,method,domain,class,hit
2010_000584.jpg,Grad-CAM++,Object Detection,bicycle,1
2010_000585.jpg,Grad-CAM++,Object Detection,cat,1
2010_000587.jpg,Grad-CAM++,Object Detection,sheep,0
2010_000589.jpg,Grad-CAM++,Object Detection,bicycle,1
2010_000592.jpg,Grad-CAM++,Object Detection,person,0
2010_000593.jpg,Grad-CAM++,Object Detection,bear,1
2010_000594.jpg,Grad-CAM++,Object Detection,train,1
2010_000595.jpg,Grad-CAM++,Object Detection,horse,0
2010_000596.jpg,Grad-CAM++,Object Detection,bus,0
2010_000597.jpg,Grad-CAM++,Object Detection,person,1
2010_000599.jpg,Grad-CAM++,Object Detection,motorcycle,1
2010_000600.jpg,Grad-CAM++,Object Detection,person,1
2010_000605.jpg,Grad-CAM++,Object Detection,cat,0
2010_000606.jpg,Grad-CAM++,Object Detection,bicycle,1
2010_000607.jpg,Grad-CAM++,Object Detection,bus,1
2010_000609.jpg,Grad-CAM++,Object Detection,person,0
2010_000610.jpg,Grad-CAM++,Object Detection,bus,1
2010_000611.jpg,Grad-CAM++,Object Detection,horse,0
2010_000612.jpg,Grad-CAM++,Object Detection,motorcycle,1
2010_000614.jpg,Grad-CAM++,Object Detection,car,0
2010_000615.jpg,Grad-CAM++,Object Detection,fork,0
2010_000618.jpg,Grad-CAM++,Object Detection,cat,1
2010_000619.jpg,Grad-CAM++,Object Detection,bed,1
2010_000620.jpg,Grad-CAM++,Object Detection,train,0
2010_000623.jpg,Grad-CAM++,Object Detection,car,0
2010_000625.jpg,Grad-CAM++,Object Detection,dog,1
2010_000627.jpg,Grad-CAM++,Object Detection,chair,0
2010_000631.jpg,Grad-CAM++,Object Detection,frisbee,0
2010_000634.jpg,Grad-CAM++,Object Detection,couch,1
2010_000636.jpg,Grad-CAM++,Object Detection,train,1
2010_000637.jpg,Grad-CAM++,Object Detection,train,1
2010_000638.jpg,Grad-CAM++,Object Detection,train,0
2010_000640.jpg,Grad-CAM++,Object Detection,airplane,0
2010_000642.jpg,Grad-CAM++,Object Detection,cat,0
2010_000643.jpg,Grad-CAM++,Object Detection,dog,1
2010_000649.jpg,Grad-CAM++,Object Detection,person,0
2010_000650.jpg,Grad-CAM++,Object Detection,cat,1
2010_000652.jpg,Grad-CAM++,Object Detection,person,1
2010_000653.jpg,Grad-CAM++,Object Detection,dog,1
2010_000654.jpg,Grad-CAM++,Object Detection,boat,0
2010_000656.jpg,Grad-CAM++,Object Detection,car,1
2010_000657.jpg,Grad-CAM++,Object Detection,motorcycle,1
2010_000659.jpg,Grad-CAM++,Object Detection,tv,0
2010_000660.jpg,Grad-CAM++,Object Detection,chair,1
2010_000662.jpg,Grad-CAM++,Object Detection,dog,1
2010_000663.jpg,Grad-CAM++,Object Detection,cat,1
2010_000668.jpg,Grad-CAM++,Object Detection,sheep,0
2010_000670.jpg,Grad-CAM++,Object Detection,cat,1
2010_000672.jpg,Grad-CAM++,Object Detection,chair,1
2010_000673.jpg,Grad-CAM++,Object Detection,train,1
2010_000676.jpg,Grad-CAM++,Object Detection,car,1
2010_000677.jpg,Grad-CAM++,Object Detection,dog,1
2010_000680.jpg,Grad-CAM++,Object Detection,dog,0
2010_000684.jpg,Grad-CAM++,Object Detection,bird,1
2010_000686.jpg,Grad-CAM++,Object Detection,sheep,0
2010_000693.jpg,Grad-CAM++,Object Detection,cat,1
2010_000696.jpg,Grad-CAM++,Object Detection,person,0
2010_000698.jpg,Grad-CAM++,Object Detection,sheep,0
2010_000699.jpg,Grad-CAM++,Object Detection,boat,1
2010_000700.jpg,Grad-CAM++,Object Detection,person,1
2010_000701.jpg,Grad-CAM++,Object Detection,car,1
2010_000703.jpg,Grad-CAM++,Object Detection,dog,1
2010_000704.jpg,Grad-CAM++,Object Detection,person,1
2010_000706.jpg,Grad-CAM++,Object Detection,person,0
2010_000708.jpg,Grad-CAM++,Object Detection,person,0
2010_000709.jpg,Grad-CAM++,Object Detection,cat,1
2010_000713.jpg,Grad-CAM++,Object Detection,bench,1
2010_000714.jpg,Grad-CAM++,Object Detection,bowl,0
2010_000718.jpg,Grad-CAM++,Object Detection,person,0
2010_000719.jpg,Grad-CAM++,Object Detection,cat,1
2010_000720.jpg,Grad-CAM++,Object Detection,sheep,1
2010_000725.jpg,Grad-CAM++,Object Detection,cat,0
2010_000728.jpg,Grad-CAM++,Object Detection,chair,0
2010_000730.jpg,Grad-CAM++,Object Detection,person,1
2010_000732.jpg,Grad-CAM++,Object Detection,cat,0
2010_000733.jpg,Grad-CAM++,Object Detection,person,1
2010_000734.jpg,Grad-CAM++,Object Detection,airplane,1
2010_000736.jpg,Grad-CAM++,Object Detection,cat,0
2010_000741.jpg,Grad-CAM++,Object Detection,cat,1
2010_000742.jpg,Grad-CAM++,Object Detection,cat,0
2010_000745.jpg,Grad-CAM++,Object Detection,dog,1
2010_000751.jpg,Grad-CAM++,Object Detection,cow,1
2010_000752.jpg,Grad-CAM++,Object Detection,chair,0
2010_000755.jpg,Grad-CAM++,Object Detection,cat,1
2010_000756.jpg,Grad-CAM++,Object Detection,vase,0
2010_000757.jpg,Grad-CAM++,Object Detection,person,1
2010_000758.jpg,Grad-CAM++,Object Detection,cat,0
2010_000762.jpg,Grad-CAM++,Object Detection,bird,0
2010_000763.jpg,Grad-CAM++,Object Detection,motorcycle,1
2010_000766.jpg,Grad-CAM++,Object Detection,sheep,0
2010_000767.jpg,Grad-CAM++,Object Detection,bird,1
2010_000768.jpg,Grad-CAM++,Object Detection,tv,0
2010_000774.jpg,Grad-CAM++,Object Detection,motorcycle,1
2010_000775.jpg,Grad-CAM++,Object Detection,person,0
2010_000776.jpg,Grad-CAM++,Object Detection,car,0
2010_000777.jpg,Grad-CAM++,Object Detection,bus,1
2010_000779.jpg,Grad-CAM++,Object Detection,cat,1
2010_000780.jpg,Grad-CAM++,Object Detection,person,1
2010_000781.jpg,Grad-CAM++,Object Detection,dog,1
2010_000783.jpg,Grad-CAM++,Object Detection,airplane,0
2010_000784.jpg,Grad-CAM++,Object Detection,person,1
2010_000789.jpg,Grad-CAM++,Object Detection,dog,1
2010_000793.jpg,Grad-CAM++,Object Detection,motorcycle,0
2010_000794.jpg,Grad-CAM++,Object Detection,sheep,0
2010_000795.jpg,Grad-CAM++,Object Detection,cat,1
2010_000796.jpg,Grad-CAM++,Object Detection,chair,0
2010_000798.jpg,Grad-CAM++,Object Detection,airplane,1
2010_000801.jpg,Grad-CAM++,Object Detection,dog,0
2010_000804.jpg,Grad-CAM++,Object Detection,cow,0
2010_000809.jpg,Grad-CAM++,Object Detection,dog,1
2010_000812.jpg,Grad-CAM++,Object Detection,person,1
2010_000813.jpg,Grad-CAM++,Object Detection,dining table,0
2010_000816.jpg,Grad-CAM++,Object Detection,person,1
2010_000817.jpg,Grad-CAM++,Object Detection,chair,1
2010_000818.jpg,Grad-CAM++,Object Detection,horse,1
2010_000819.jpg,Grad-CAM++,Object Detection,cat,1
2010_000820.jpg,Grad-CAM++,Object Detection,person,0
2010_000823.jpg,Grad-CAM++,Object Detection,person,1
2010_000824.jpg,Grad-CAM++,Object Detection,horse,0
2010_000825.jpg,Grad-CAM++,Object Detection,bicycle,0
2010_000826.jpg,Grad-CAM++,Object Detection,dog,1
2010_000832.jpg,Grad-CAM++,Object Detection,bottle,0
2010_000833.jpg,Grad-CAM++,Object Detection,person,0
2010_000834.jpg,Grad-CAM++,Object Detection,cow,0
2010_000835.jpg,Grad-CAM++,Object Detection,horse,1
2010_000839.jpg,Grad-CAM++,Object Detection,person,0
2010_000840.jpg,Grad-CAM++,Object Detection,sheep,1
2010_000841.jpg,Grad-CAM++,Object Detection,potted plant,0
2010_000843.jpg,Grad-CAM++,Object Detection,person,0
2010_000844.jpg,Grad-CAM++,Object Detection,cat,1
2010_000845.jpg,Grad-CAM++,Object Detection,motorcycle,1
2010_000848.jpg,Grad-CAM++,Object Detection,dog,1
2010_000850.jpg,Grad-CAM++,Object Detection,person,0
2010_000851.jpg,Grad-CAM++,Object Detection,dog,1
2010_000852.jpg,Grad-CAM++,Object Detection,person,1
2010_000853.jpg,Grad-CAM++,Object Detection,bicycle,1
2010_000854.jpg,Grad-CAM++,Object Detection,bottle,0
2010_000856.jpg,Grad-CAM++,Object Detection,cat,0
2010_000858.jpg,Grad-CAM++,Object Detection,dog,0
2010_000859.jpg,Grad-CAM++,Object Detection,person,0
2010_000861.jpg,Grad-CAM++,Object Detection,bird,1
2010_000864.jpg,Grad-CAM++,Object Detection,dog,1
2010_000867.jpg,Grad-CAM++,Object Detection,train,1
2010_000868.jpg,Grad-CAM++,Object Detection,dog,0
2010_000869.jpg,Grad-CAM++,Object Detection,airplane,1
2010_000873.jpg,Grad-CAM++,Object Detection,cat,0
2010_000877.jpg,Grad-CAM++,Object Detection,bowl,1
2010_000878.jpg,Grad-CAM++,Object Detection,dog,0
2010_000880.jpg,Grad-CAM++,Object Detection,elephant,1
2010_000881.jpg,Grad-CAM++,Object Detection,cat,1
2010_000882.jpg,Grad-CAM++,Object Detection,potted plant,0
2010_000884.jpg,Grad-CAM++,Object Detection,dog,1
2010_000886.jpg,Grad-CAM++,Object Detection,bus,1
2010_000888.jpg,Grad-CAM++,Object Detection,cow,0
2010_000890.jpg,Grad-CAM++,Object Detection,person,1
2010_000892.jpg,Grad-CAM++,Object Detection,dog,1
2010_000894.jpg,Grad-CAM++,Object Detection,person,1
2010_000895.jpg,Grad-CAM++,Object Detection,bird,0
2010_000896.jpg,Grad-CAM++,Object Detection,car,0
2010_000900.jpg,Grad-CAM++,Object Detection,dog,1
2010_000902.jpg,Grad-CAM++,Object Detection,dog,1
2010_000903.jpg,Grad-CAM++,Object Detection,car,0
2010_000909.jpg,Grad-CAM++,Object Detection,bottle,0
2010_000911.jpg,Grad-CAM++,Object Detection,car,1
2010_000913.jpg,Grad-CAM++,Object Detection,cat,1
2010_000916.jpg,Grad-CAM++,Object Detection,dog,1
2010_000917.jpg,Grad-CAM++,Object Detection,cat,1
2010_000919.jpg,Grad-CAM++,Object Detection,tv,0
2010_000921.jpg,Grad-CAM++,Object Detection,couch,1
2010_000924.jpg,Grad-CAM++,Object Detection,person,0
2010_000925.jpg,Grad-CAM++,Object Detection,bottle,0
2010_000930.jpg,Grad-CAM++,Object Detection,bottle,0
2010_000932.jpg,Grad-CAM++,Object Detection,person,0
2010_000933.jpg,Grad-CAM++,Object Detection,train,1
2010_000934.jpg,Grad-CAM++,Object Detection,sheep,0
2010_000935.jpg,Grad-CAM++,Object Detection,laptop,0
2010_000936.jpg,Grad-CAM++,Object Detection,airplane,1
2010_000937.jpg,Grad-CAM++,Object Detection,bed,0
2010_000940.jpg,Grad-CAM++,Object Detection,cat,0
2010_000943.jpg,Grad-CAM++,Object Detection,car,1
2010_000946.jpg,Grad-CAM++,Object Detection,dog,0
2010_000949.jpg,Grad-CAM++,Object Detection,horse,1
2010_000950.jpg,Grad-CAM++,Object Detection,boat,0
2010_000951.jpg,Grad-CAM++,Object Detection,dining table,1
2010_000953.jpg,Grad-CAM++,Object Detection,couch,0
2010_000957.jpg,Grad-CAM++,Object Detection,motorcycle,0
2010_000958.jpg,Grad-CAM++,Object Detection,airplane,1
2010_000960.jpg,Grad-CAM++,Object Detection,train,1
2010_000962.jpg,Grad-CAM++,Object Detection,person,1
2010_000963.jpg,Grad-CAM++,Object Detection,person,0
2010_000964.jpg,Grad-CAM++,Object Detection,person,1
2010_000965.jpg,Grad-CAM++,Object Detection,motorcycle,1
2010_000966.jpg,Grad-CAM++,Object Detection,bird,0
2010_000967.jpg,Grad-CAM++,Object Detection,sheep,0
2010_000969.jpg,Grad-CAM++,Object Detection,cat,1
2010_000972.jpg,Grad-CAM++,Object Detection,cat,1
2010_000976.jpg,Grad-CAM++,Object Detection,bus,1
2010_000977.jpg,Grad-CAM++,Object Detection,dog,1
2010_000982.jpg,Grad-CAM++,Object Detection,person,1
2010_000985.jpg,Grad-CAM++,Object Detection,boat,0
2010_000987.jpg,Grad-CAM++,Object Detection,car,0
2010_000988.jpg,Grad-CAM++,Object Detection,dog,0
2010_000990.jpg,Grad-CAM++,Object Detection,person,1
2010_000992.jpg,Grad-CAM++,Object Detection,horse,1
2010_000997.jpg,Grad-CAM++,Object Detection,truck,1
2010_000998.jpg,Grad-CAM++,Object Detection,bird,1
2010_000999.jpg,Grad-CAM++,Object Detection,dog,0
2010_001001.jpg,Grad-CAM++,Object Detection,bicycle,1
2010_001003.jpg,Grad-CAM++,Object Detection,sheep,1
2010_001004.jpg,Grad-CAM++,Object Detection,motorcycle,1
2010_001005.jpg,Grad-CAM++,Object Detection,dog,1
2010_001007.jpg,Grad-CAM++,Object Detection,cat,0
2010_001014.jpg,Grad-CAM++,Object Detection,cat,1
2010_001015.jpg,Grad-CAM++,Object Detection,tv,1
2010_001018.jpg,Grad-CAM++,Object Detection,dog,1
2010_001019.jpg,Grad-CAM++,Object Detection,dog,1
2010_001022.jpg,Grad-CAM++,Object Detection,cat,1
2010_001026.jpg,Grad-CAM++,Object Detection,dog,1
2010_001027.jpg,Grad-CAM++,Object Detection,cat,0
2010_001028.jpg,Grad-CAM++,Object Detection,person,0
2010_001029.jpg,Grad-CAM++,Object Detection,cow,0
2010_001031.jpg,Grad-CAM++,Object Detection,bus,0
2010_001033.jpg,Grad-CAM++,Object Detection,airplane,1
2010_001034.jpg,Grad-CAM++,Object Detection,hot dog,0
2010_001035.jpg,Grad-CAM++,Object Detection,train,1
2010_001037.jpg,Grad-CAM++,Object Detection,bed,1
2010_001038.jpg,Grad-CAM++,Object Detection,cat,1
2010_001041.jpg,Grad-CAM++,Object Detection,dog,1
2010_001045.jpg,Grad-CAM++,Object Detection,person,0
2010_001046.jpg,Grad-CAM++,Object Detection,sheep,0
2010_001047.jpg,Grad-CAM++,Object Detection,bus,1
2010_001048.jpg,Grad-CAM++,Object Detection,boat,0
2010_001050.jpg,Grad-CAM++,Object Detection,sheep,0
2010_001053.jpg,Grad-CAM++,Object Detection,bottle,0
2010_001055.jpg,Grad-CAM++,Object Detection,bowl,0
2010_001056.jpg,Grad-CAM++,Object Detection,person,0
2010_001058.jpg,Grad-CAM++,Object Detection,train,1
2010_001059.jpg,Grad-CAM++,Object Detection,car,0
2010_001060.jpg,Grad-CAM++,Object Detection,airplane,1
2010_001062.jpg,Grad-CAM++,Object Detection,boat,0
2010_001064.jpg,Grad-CAM++,Object Detection,boat,0
2010_001065.jpg,Grad-CAM++,Object Detection,airplane,1
2010_001067.jpg,Grad-CAM++,Object Detection,apple,0
2010_001068.jpg,Grad-CAM++,Object Detection,train,0
2010_001071.jpg,Grad-CAM++,Object Detection,car,0
2010_001072.jpg,Grad-CAM++,Object Detection,vase,0
2010_001073.jpg,Grad-CAM++,Object Detection,person,0
2010_001075.jpg,Grad-CAM++,Object Detection,bird,1
2010_001078.jpg,Grad-CAM++,Object Detection,cat,1
2010_001081.jpg,Grad-CAM++,Object Detection,cat,1
2010_001083.jpg,Grad-CAM++,Object Detection,car,0
2010_001084.jpg,Grad-CAM++,Object Detection,bicycle,0
2010_001086.jpg,Grad-CAM++,Object Detection,car,0
2010_001088.jpg,Grad-CAM++,Object Detection,potted plant,0
2010_001090.jpg,Grad-CAM++,Object Detection,person,0
2010_001091.jpg,Grad-CAM++,Object Detection,dog,1
2010_001093.jpg,Grad-CAM++,Object Detection,person,1
2010_001095.jpg,Grad-CAM++,Object Detection,person,0
2010_001096.jpg,Grad-CAM++,Object Detection,cat,1
2010_001097.jpg,Grad-CAM++,Object Detection,horse,1
2010_001101.jpg,Grad-CAM++,Object Detection,cow,0
2010_001102.jpg,Grad-CAM++,Object Detection,person,0
2010_001108.jpg,Grad-CAM++,Object Detection,person,1
2010_001114.jpg,Grad-CAM++,Object Detection,person,0
2010_001115.jpg,Grad-CAM++,Object Detection,boat,1
2010_001116.jpg,Grad-CAM++,Object Detection,person,1
2010_001122.jpg,Grad-CAM++,Object Detection,cat,1
2010_001128.jpg,Grad-CAM++,Object Detection,airplane,1
2010_001129.jpg,Grad-CAM++,Object Detection,car,0
2010_001132.jpg,Grad-CAM++,Object Detection,horse,0
2010_001133.jpg,Grad-CAM++,Object Detection,person,0
2010_001135.jpg,Grad-CAM++,Object Detection,cat,1
2010_001136.jpg,Grad-CAM++,Object Detection,person,0
2010_001137.jpg,Grad-CAM++,Object Detection,person,1
2010_001138.jpg,Grad-CAM++,Object Detection,dog,0
2010_001141.jpg,Grad-CAM++,Object Detection,cat,0
2010_001144.jpg,Grad-CAM++,Object Detection,dog,1
2010_001145.jpg,Grad-CAM++,Object Detection,car,1
2010_001146.jpg,Grad-CAM++,Object Detection,sheep,1
2010_001150.jpg,Grad-CAM++,Object Detection,tv,1
2010_001153.jpg,Grad-CAM++,Object Detection,train,0
2010_001155.jpg,Grad-CAM++,Object Detection,person,0
2010_001156.jpg,Grad-CAM++,Object Detection,chair,0
2010_001157.jpg,Grad-CAM++,Object Detection,airplane,1
2010_001161.jpg,Grad-CAM++,Object Detection,person,1
2010_001162.jpg,Grad-CAM++,Object Detection,person,0
2010_001166.jpg,Grad-CAM++,Object Detection,bus,0
2010_001167.jpg,Grad-CAM++,Object Detection,dog,1
2010_001168.jpg,Grad-CAM++,Object Detection,cat,1
2010_001169.jpg,Grad-CAM++,Object Detection,cat,0
2010_001170.jpg,Grad-CAM++,Object Detection,dog,0
2010_001171.jpg,Grad-CAM++,Object Detection,cow,0
2010_001173.jpg,Grad-CAM++,Object Detection,person,1
2010_001176.jpg,Grad-CAM++,Object Detection,dog,1
2010_001178.jpg,Grad-CAM++,Object Detection,person,1
2010_001180.jpg,Grad-CAM++,Object Detection,bicycle,1
2010_001182.jpg,Grad-CAM++,Object Detection,car,0
2010_001186.jpg,Grad-CAM++,Object Detection,bus,0
2010_001187.jpg,Grad-CAM++,Object Detection,sheep,1
2010_001190.jpg,Grad-CAM++,Object Detection,person,0
2010_001191.jpg,Grad-CAM++,Object Detection,car,1
2010_001194.jpg,Grad-CAM++,Object Detection,cat,1
2010_001196.jpg,Grad-CAM++,Object Detection,horse,1
2010_001197.jpg,Grad-CAM++,Object Detection,airplane,1
2010_001198.jpg,Grad-CAM++,Object Detection,bus,0
2010_001200.jpg,Grad-CAM++,Object Detection,couch,1
2010_001202.jpg,Grad-CAM++,Object Detection,cat,0
2010_001203.jpg,Grad-CAM++,Object Detection,truck,1
2010_001207.jpg,Grad-CAM++,Object Detection,airplane,1
2010_001208.jpg,Grad-CAM++,Object Detection,sheep,0
2010_001209.jpg,Grad-CAM++,Object Detection,chair,0
2010_001213.jpg,Grad-CAM++,Object Detection,person,1
2010_001217.jpg,Grad-CAM++,Object Detection,couch,1
2010_001221.jpg,Grad-CAM++,Object Detection,car,0
2010_001222.jpg,Grad-CAM++,Object Detection,dog,0
2010_001223.jpg,Grad-CAM++,Object Detection,bus,0
2010_001226.jpg,Grad-CAM++,Object Detection,motorcycle,1
2010_001227.jpg,Grad-CAM++,Object Detection,cat,1
2010_001228.jpg,Grad-CAM++,Object Detection,suitcase,1
2010_001230.jpg,Grad-CAM++,Object Detection,bird,1
2010_001231.jpg,Grad-CAM++,Object Detection,dog,1
2010_001232.jpg,Grad-CAM++,Object Detection,dog,0
2010_001233.jpg,Grad-CAM++,Object Detection,bicycle,0
2010_001235.jpg,Grad-CAM++,Object Detection,sheep,1
2010_001236.jpg,Grad-CAM++,Object Detection,person,0
2010_001238.jpg,Grad-CAM++,Object Detection,person,0
2010_001239.jpg,Grad-CAM++,Object Detection,dog,1
2010_001243.jpg,Grad-CAM++,Object Detection,couch,1
2010_001244.jpg,Grad-CAM++,Object Detection,car,1
2010_001248.jpg,Grad-CAM++,Object Detection,airplane,0
2010_001249.jpg,Grad-CAM++,Object Detection,bottle,0
2010_001252.jpg,Grad-CAM++,Object Detection,car,1
2010_001255.jpg,Grad-CAM++,Object Detection,person,1
2010_001258.jpg,Grad-CAM++,Object Detection,airplane,0
2010_001259.jpg,Grad-CAM++,Object Detection,motorcycle,1
2010_001260.jpg,Grad-CAM++,Object Detection,bus,1
2010_001262.jpg,Grad-CAM++,Object Detection,dog,0
2010_001265.jpg,Grad-CAM++,Object Detection,cat,0
2010_001266.jpg,Grad-CAM++,Object Detection,person,1
2010_001267.jpg,Grad-CAM++,Object Detection,dog,1
2010_001268.jpg,Grad-CAM++,Object Detection,car,1
2010_001269.jpg,Grad-CAM++,Object Detection,boat,1
2010_001276.jpg,Grad-CAM++,Object Detection,dog,1
2010_001278.jpg,Grad-CAM++,Object Detection,person,1
2010_001280.jpg,Grad-CAM++,Object Detection,horse,1
2010_001281.jpg,Grad-CAM++,Object Detection,person,1
2010_001283.jpg,Grad-CAM++,Object Detection,sheep,0
2010_001284.jpg,Grad-CAM++,Object Detection,bear,1
2010_001285.jpg,Grad-CAM++,Object Detection,motorcycle,1
2010_001290.jpg,Grad-CAM++,Object Detection,person,1
2010_001295.jpg,Grad-CAM++,Object Detection,person,0
2010_001296.jpg,Grad-CAM++,Object Detection,dog,1
2010_001297.jpg,Grad-CAM++,Object Detection,couch,1
2010_001298.jpg,Grad-CAM++,Object Detection,boat,1
2010_001300.jpg,Grad-CAM++,Object Detection,dog,0
2010_001302.jpg,Grad-CAM++,Object Detection,dog,1
2010_001303.jpg,Grad-CAM++,Object Detection,motorcycle,0
2010_001304.jpg,Grad-CAM++,Object Detection,horse,1
2010_001306.jpg,Grad-CAM++,Object Detection,tv,0
2010_001307.jpg,Grad-CAM++,Object Detection,bus,0
2010_001308.jpg,Grad-CAM++,Object Detection,dog,1
2010_001309.jpg,Grad-CAM++,Object Detection,cup,0
2010_001314.jpg,Grad-CAM++,Object Detection,cow,0
2010_001316.jpg,Grad-CAM++,Object Detection,person,0
2010_001318.jpg,Grad-CAM++,Object Detection,dog,1
2010_001319.jpg,Grad-CAM++,Object Detection,person,0
2010_001322.jpg,Grad-CAM++,Object Detection,apple,0
2010_001323.jpg,Grad-CAM++,Object Detection,bus,1
2010_001324.jpg,Grad-CAM++,Object Detection,cat,0
2010_001330.jpg,Grad-CAM++,Object Detection,cat,1
2010_001332.jpg,Grad-CAM++,Object Detection,cat,0
2010_001334.jpg,Grad-CAM++,Object Detection,cat,1
2010_001335.jpg,Grad-CAM++,Object Detection,person,0
2010_001336.jpg,Grad-CAM++,Object Detection,dog,1
2010_001340.jpg,Grad-CAM++,Object Detection,chair,0
2010_001341.jpg,Grad-CAM++,Object Detection,bed,1
2010_001342.jpg,Grad-CAM++,Object Detection,train,1
2010_001345.jpg,Grad-CAM++,Object Detection,vase,0
2010_001346.jpg,Grad-CAM++,Object Detection,dog,1
2010_001349.jpg,Grad-CAM++,Object Detection,cat,1
2010_001350.jpg,Grad-CAM++,Object Detection,cat,1
2010_001352.jpg,Grad-CAM++,Object Detection,person,1
2010_001353.jpg,Grad-CAM++,Object Detection,dog,0
2010_001354.jpg,Grad-CAM++,Object Detection,car,0
2010_001358.jpg,Grad-CAM++,Object Detection,truck,1
2010_001359.jpg,Grad-CAM++,Object Detection,cat,1
2010_001362.jpg,Grad-CAM++,Object Detection,cat,1
2010_001365.jpg,Grad-CAM++,Object Detection,bird,0
2010_001368.jpg,Grad-CAM++,Object Detection,couch,1
2010_001369.jpg,Grad-CAM++,Object Detection,dog,1
2010_001371.jpg,Grad-CAM++,Object Detection,chair,0
2010_001373.jpg,Grad-CAM++,Object Detection,airplane,1
2010_001375.jpg,Grad-CAM++,Object Detection,person,1
2010_001377.jpg,Grad-CAM++,Object Detection,person,1
2010_001378.jpg,Grad-CAM++,Object Detection,bench,0
2010_001379.jpg,Grad-CAM++,Object Detection,person,0
2010_001380.jpg,Grad-CAM++,Object Detection,cat,0
2010_001381.jpg,Grad-CAM++,Object Detection,cat,0
2010_001384.jpg,Grad-CAM++,Object Detection,car,1
2010_001387.jpg,Grad-CAM++,Object Detection,bicycle,0
2010_001388.jpg,Grad-CAM++,Object Detection,person,0
2010_001389.jpg,Grad-CAM++,Object Detection,bus,1
2010_001391.jpg,Grad-CAM++,Object Detection,train,1
2010_001392.jpg,Grad-CAM++,Object Detection,dog,1
2010_001393.jpg,Grad-CAM++,Object Detection,remote,0
2010_001396.jpg,Grad-CAM++,Object Detection,bed,0
2010_001398.jpg,Grad-CAM++,Object Detection,person,0
2010_001400.jpg,Grad-CAM++,Object Detection,airplane,0
2010_001404.jpg,Grad-CAM++,Object Detection,person,1
2010_001409.jpg,Grad-CAM++,Object Detection,boat,1
2010_001414.jpg,Grad-CAM++,Object Detection,train,0
2010_001415.jpg,Grad-CAM++,Object Detection,person,0
2010_001416.jpg,Grad-CAM++,Object Detection,cat,1
2010_001419.jpg,Grad-CAM++,Object Detection,bird,1
2010_001420.jpg,Grad-CAM++,Object Detection,person,1
2010_001423.jpg,Grad-CAM++,Object Detection,bottle,0
2010_001424.jpg,Grad-CAM++,Object Detection,dog,0
2010_001427.jpg,Grad-CAM++,Object Detection,dog,1
2010_001428.jpg,Grad-CAM++,Object Detection,cat,1
2010_001429.jpg,Grad-CAM++,Object Detection,bus,0
2010_001436.jpg,Grad-CAM++,Object Detection,car,0
2010_001437.jpg,Grad-CAM++,Object Detection,airplane,1
2010_001438.jpg,Grad-CAM++,Object Detection,person,1
2010_001440.jpg,Grad-CAM++,Object Detection,truck,1
2010_001442.jpg,Grad-CAM++,Object Detection,car,1
2010_001443.jpg,Grad-CAM++,Object Detection,dog,0
2010_001444.jpg,Grad-CAM++,Object Detection,cat,1
2010_001445.jpg,Grad-CAM++,Object Detection,dog,1
2010_001446.jpg,Grad-CAM++,Object Detection,person,0
2010_001447.jpg,Grad-CAM++,Object Detection,vase,1
2010_001454.jpg,Grad-CAM++,Object Detection,cat,0
2010_001459.jpg,Grad-CAM++,Object Detection,bird,0
2010_001460.jpg,Grad-CAM++,Object Detection,cat,1
2010_001462.jpg,Grad-CAM++,Object Detection,dog,1
2010_001466.jpg,Grad-CAM++,Object Detection,person,0
2010_001467.jpg,Grad-CAM++,Object Detection,cat,1
2010_001469.jpg,Grad-CAM++,Object Detection,sheep,1
2010_001470.jpg,Grad-CAM++,Object Detection,dog,1
2010_001471.jpg,Grad-CAM++,Object Detection,cat,0
2010_001474.jpg,Grad-CAM++,Object Detection,keyboard,0
2010_001475.jpg,Grad-CAM++,Object Detection,dog,1
2010_001476.jpg,Grad-CAM++,Object Detection,person,1
2010_001477.jpg,Grad-CAM++,Object Detection,sheep,1
2010_001482.jpg,Grad-CAM++,Object Detection,laptop,0
2010_001483.jpg,Grad-CAM++,Object Detection,boat,1
2010_001484.jpg,Grad-CAM++,Object Detection,tv,0
2010_001485.jpg,Grad-CAM++,Object Detection,bird,1
2010_001488.jpg,Grad-CAM++,Object Detection,cat,1
2010_001490.jpg,Grad-CAM++,Object Detection,horse,1
2010_001491.jpg,Grad-CAM++,Object Detection,person,0
2010_001492.jpg,Grad-CAM++,Object Detection,airplane,1
2010_001493.jpg,Grad-CAM++,Object Detection,sheep,0
2010_001494.jpg,Grad-CAM++,Object Detection,train,0
2010_001495.jpg,Grad-CAM++,Object Detection,horse,1
2010_001496.jpg,Grad-CAM++,Object Detection,bird,0
2010_001498.jpg,Grad-CAM++,Object Detection,dog,0
2010_001500.jpg,Grad-CAM++,Object Detection,motorcycle,0
2010_001504.jpg,Grad-CAM++,Object Detection,person,0
2010_001506.jpg,Grad-CAM++,Object Detection,person,0
2010_001507.jpg,Grad-CAM++,Object Detection,cat,0
2010_001508.jpg,Grad-CAM++,Object Detection,person,0
2010_001509.jpg,Grad-CAM++,Object Detection,bus,1
2010_001510.jpg,Grad-CAM++,Object Detection,cow,0
2010_001512.jpg,Grad-CAM++,Object Detection,cat,0
2010_001513.jpg,Grad-CAM++,Object Detection,sheep,0
2010_001517.jpg,Grad-CAM++,Object Detection,chair,0
